feature1,feature2,feature3,feature4,feature5,target
0.4967141530112327,3.6430105390255565,-2.4775706284997723,8.318686148238282,4.09581454607391,1
-0.13826430117118466,4.389001073892694,-2.5750146111965004,8.816437551809347,2.7950873483990666,1
0.6476885381006925,3.8052378779097142,-4.404779768708237,4.332504237726748,-3.825009895196806,1
1.5230298564080254,5.220836093892239,-2.1306236673543926,3.746880207268947,0.7904068448200723,1
-0.23415337472333597,7.3943570629238256,-5.235124013364928,6.12698947018965,1.591510050948492,1
-0.23413695694918055,3.457915685717591,-3.9812764886404928,0.5797444605791302,2.1454754161020446,1
1.5792128155073915,7.001640995536828,-5.998631719346712,6.913231605675971,-1.9617483619600686,1
0.7674347291529088,3.436655855306225,-0.6620602245557778,7.822876053772468,-0.2890465125541204,0
-0.4694743859349521,3.3047455750062316,-3.3473242409179433,3.9744192725717165,0.1311687840547573,1
0.5425600435859647,6.637189236686426,0.2503260522244677,1.7461585000739643,0.3929728500207479,0
-0.46341769281246226,6.843872756015234,-1.7955751102207573,0.28818375140863495,0.44300765824155164,1
-0.46572975357025687,6.702819873525309,-2.3278526799734633,6.372455994870999,1.6021012672565493,1
0.24196227156603412,2.3684051835637177,-3.879341541421499,2.689934066349098,2.9289098453312525,1
-1.913280244657798,4.0680980438558985,-4.56952505353113,4.638895871212842,7.322677173543739,1
-1.7249178325130328,6.645977184006643,-2.215542639154582,3.8635552165753086,4.612666260639699,1
-0.5622875292409727,5.083083681127789,-3.107271013909473,1.7488479594746265,5.950590168529259,1
-1.0128311203344238,2.8526143076050716,-5.008905473227951,5.0836866846070405,0.5577329449289516,1
0.3142473325952739,5.916635878250883,-5.275287624762478,4.595935227407379,-1.0117694507287895,1
-0.9080240755212109,3.570385482017059,-4.438055593715376,6.241476228698323,4.404275826641996,1
-1.4123037013352915,8.589049696784425,-0.26854916210065394,2.5188499452978674,1.9513671803457189,0
1.465648768921554,8.089682924836517,0.31991687701695604,2.146390798534058,4.19095340038861,1
-0.22577630048653566,6.208194852711134,-2.692516279036635,8.143450597564721,-0.646900673755125,1
0.06752820468792384,7.722013409539548,-2.7765858056380672,7.021922449640416,3.9457312963029265,1
-1.4247481862134568,5.129582700246762,-3.5044805577442815,7.7220645169156334,1.4742515407703252,1
-0.5443827245251827,6.530874988750032,-4.401728022464253,1.2328981175502807,0.6172970465951917,1
0.11092258970986608,7.95544059060415,-0.9372314135891342,2.2403964332701767,0.8997327030499651,1
-1.1509935774223028,5.490997363588625,-0.18963540915429622,5.755315162036398,3.4713002517436324,0
0.37569801834567196,4.489625656971433,-4.3401286287589285,8.57201346872908,4.322423949033169,1
-0.600638689918805,1.5907560836457684,-3.1242575676369024,8.9211464316847,0.9007575268374277,1
-0.2916937497932768,4.833732948557012,-3.674799451065252,8.319099622549274,3.032929485269988,1
-0.6017066122293969,6.6468463691246225,-3.630358612297466,0.43397946084427375,3.0224491829995337,1
1.8522781845089378,6.891266855135259,-1.2211376168552068,8.208791846557263,4.215010580094879,1
-0.013497224737933921,6.0087301314368196,-4.967942318049182,8.990911775210817,4.960745579849462,1
-1.0577109289559004,3.9174018100755204,-2.300295463595541,0.5674909015265206,7.433664161818138,0
0.822544912103189,1.046356862104819,-1.9076428390412017,4.1628089377698805,0.6044888404309634,0
-1.2208436499710222,4.00956980399053,-3.213226760402729,5.366103232967017,6.380029698980555,1
0.2088635950047554,4.391310257892097,-1.6603982595198408,2.3275037288349965,2.3512231251840197,1
-1.9596701238797756,4.374142065619972,-2.778522239193825,5.166856560371106,-1.284403616235097,0
-1.3281860488984305,6.237112713955849,-1.1743051182658317,8.859557879610646,0.04854654185818319,0
0.19686123586912352,8.97135282202968,-5.283307957388781,8.669425063457645,3.397880360648641,1
0.7384665799954104,5.247058403682186,-3.523162891510304,9.39837281257481,4.171282135776422,1
0.1713682811899705,4.5665364216870765,-3.107719714276552,4.841097983945421,-1.0488035701834888,1
-0.11564828238824053,4.481556373991815,-7.008311076707024,4.1056694529392015,-0.29165276985468847,1
-0.3011036955892888,5.2487695338154285,-4.628929100367802,6.657878190323534,0.4006500294232611,1
-1.4785219903674274,3.3434124793032023,-4.22039888153818,4.167605776010341,-0.5901040656941907,1
-0.7198442083947086,5.24039711749211,-1.5776910077649755,0.4194459600085776,-3.6402549707424603,0
-0.4606387709597875,5.9016246726635995,-4.060265019471901,7.19921452170455,-4.657941138889916,1
1.0571222262189157,5.419372127148976,-4.227118480958966,2.8098394128282376,0.8545786535048852,1
0.3436182895684614,5.915083868009562,-1.7737713290157124,0.49085312267190484,2.7562378688790994,1
-1.763040155362734,5.867495218697071,-5.426865968685082,0.20621076526904147,3.966756820275952,1
0.324083969394795,1.4562066355071126,-6.106866101165358,9.313612685773181,-2.087002221923333,1
-0.38508228041631654,6.273740316790806,-3.5423884501040197,2.520760086441689,-2.036017352178095,1
-0.6769220003059587,3.6579703086750928,-5.171560152117533,4.478991925230636,0.41621419068693144,1
0.6116762888408679,2.808321673992084,-5.114518941989473,9.505764528988554,2.0100273586657154,1
1.030999522495951,2.7910963442900076,-2.1398493124680273,4.675169787807252,5.026344801190396,1
0.9312801191161986,5.867083220945059,-1.6860392431311313,0.7860932352631134,4.15316620757066,1
-0.8392175232226385,4.554850145550294,-1.8167036762218123,5.519360472466593,0.8965154865588112,0
-0.3092123758512146,1.6360624320291786,-1.3368350095391506,0.8819865345406519,3.0804659138532933,0
0.33126343140356396,5.956075630384567,-1.1382985199777975,0.9508787837353638,-0.5306177173905118,1
0.9755451271223592,2.1207837384023454,-6.192885313240396,8.514770738024598,2.22303726694947,1
-0.47917423784528995,5.279642717036422,-2.3243820601058003,2.8942154336458947,1.81273012089937,1
-0.18565897666381712,5.476997851346108,-3.794412299354338,6.786702001124363,6.212906869483964,1
-1.1063349740060282,6.77115416339009,-4.121136368985654,5.0892433532866175,3.480665251476373,1
-1.1962066240806708,8.563369572933702,-2.159378051686942,2.2232669120441417,-0.3123551380081082,1
0.812525822394198,2.2706473481989167,-5.595443219843627,5.178202986532076,-0.28166447743804524,1
1.356240028570823,4.895052287873901,-5.6266629088084805,0.6899353589975277,1.0007254013156008,1
-0.07201012158033385,4.447329409911565,-2.0496408838774243,3.472123495897094,-2.6933980133292312,1
1.0035328978920242,5.867499371921925,-2.268320973733653,5.228362250204917,1.3099388655596311,1
0.36163602504763415,5.431337541867237,-2.7949010161927346,2.2839433808565204,1.5690223710549114,1
-0.6451197546051243,4.29490751452676,-4.319870107084705,6.601881301813605,3.399580636899115,1
0.36139560550841393,4.118195622778289,-1.8842555481268137,0.5181192169630677,3.8363760564465528,1
1.5380365664659692,2.767098289631905,-1.9795456619092862,4.848098978706269,2.296749228164117,1
-0.03582603910995154,6.975723164813019,-2.8720432274288186,7.149957812893834,-2.8899780599186835,1
1.5646436558140062,5.918408363199059,-4.765981561904657,4.299460589567729,-1.6631395934432085,1
-2.6197451040897444,6.835536395590275,-3.63787251859426,8.74586415318938,0.18468522920174202,1
0.8219025043752238,4.379207727048973,-1.7432494837133359,6.321927812406656,3.956874345904667,1
0.08704706823817122,3.686329062611139,-1.0092131657973198,9.584929160587377,3.8555719132239745,0
-0.29900735046586746,2.8433698667415443,-3.4898049050644926,2.841218127749787,1.2516851807156972,1
0.0917607765355023,5.717835167481319,-3.3745094517123935,9.387893308547472,9.07919122930062,1
-1.9875689146008928,2.9204135509435307,-3.2425336620375917,6.0682258988569675,6.68470275519707,0
-0.21967188783751193,8.6973261379331,-2.587660486633542,7.451788992133986,5.719758193555714,1
0.3571125715117464,2.384714837813119,-3.871600950090036,9.021611170434468,4.101974463777897,1
